Locality,DecimalLatitude,DecimalLongitude,place_names,last_place_name,last_place_name_feature_type,source_latitude,source_longitude
"832 west coast road, oratia.",-36.914644,174.616314,"[{'place_name': 'oratia', 'feature_type': 'Locality'}]",oratia,Locality,-36.89687555,174.631898
"88 braeview crescent, maori hill, dunedin",-45.852094,170.501272,"[{'place_name': 'maori hill', 'feature_type': 'Suburb'}]",dunedin,City,-45.8740984,170.5035755
"88 braeview crescent, maori hill, dunedin",-45.851481,170.502071,"[{'place_name': 'maori hill', 'feature_type': 'Suburb'}]",dunedin,City,-45.8740984,170.5035755
"88 john f kennedy drive, milson, palmerston north",-40.331495,175.601757,"[{'place_name': 'milson', 'feature_type': 'Suburb'}]",palmerston north,City,-40.356317,175.6112388
"8½  miles sw of dannevirke, south hawkes bay",-40.2779,175.97862,"[{'place_name': 'dannevirke', 'feature_type': 'Town'}]",dannevirke,Town,-40.2073897,176.0982442
"8km s of diamond harbour, banks peninsula",-43.659256,172.758727,"[{'place_name': 'diamond harbour', 'feature_type': 'Locality'}]",banks peninsula,Peninsula,-43.7233892,172.910213
"8km. s diamond harbour, mt.herbert, banks p.",-43.71476,172.726186,"[{'place_name': 'diamond harbour', 'feature_type': 'Locality'}]",diamond harbour,Locality,-43.6271963,172.7399332
"9 halley place, avonside, christchurch",-43.521,172.667,"[{'place_name': 'avonside', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"9 m e of lake manapouri, junction hillside-manapouri road & state highway 94",-45.51622,167.7849,"[{'place_name': 'lake manapouri', 'feature_type': 'Lake'}]",manapouri,Locality,-45.5651472,167.6133964
"9 m e of lake manapouri, junction of hillside - manapouri rd & state highway 95",-45.565707,167.604537,"[{'place_name': 'lake manapouri', 'feature_type': 'Lake'}]",manapouri,Locality,-45.5651472,167.6133964
"9 m e of lake manapouri, junction of hillside-manapouri road & state highway 94",-45.519409,167.775634,"[{'place_name': 'lake manapouri', 'feature_type': 'Lake'}]",manapouri,Locality,-45.5651472,167.6133964
9 miles north west of karamea,-41.15,172.1,"[{'place_name': 'karamea', 'feature_type': 'Locality'}]",karamea,Locality,-39.85821275,176.9884605
9 miles south of pongaroa (wairarapa) on road to alfredton,-40.625076,176.085727,"[{'place_name': 'pongaroa', 'feature_type': 'Locality'}]",alfredton,Locality,-40.681601,175.8580511
"92 langley road, wiri",-37.00867,174.86442,"[{'place_name': 'wiri', 'feature_type': 'Suburb'}]",wiri,Suburb,-37.0058167,174.8655421
"95 symonds street, royal oak",-36.9141,174.77571,"[{'place_name': 'royal oak', 'feature_type': 'Suburb'}]",royal oak,Suburb,-36.911995,174.7761848
"97 astley ave, new lynn",-36.92,174.67,"[{'place_name': 'new lynn', 'feature_type': 'Suburb'}]",new lynn,Suburb,-36.9085396,174.6837959
"97 astley avenue, new lynn, waitakere city, auckland",-36.913,174.687,"[{'place_name': 'new lynn', 'feature_type': 'Suburb'}, {'place_name': 'waitakere city', 'feature_type': 'Local Authority'}]",auckland,City,-36.852095,174.7631803
"97km from napier, 48km from taupo",-38.919919,176.459772,"[{'place_name': 'napier', 'feature_type': 'City'}]",napier,City,-39.4902099,176.917839
"98 rattray st, riccarton, christchurch",-43.537731,172.591563,"[{'place_name': 'riccarton', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"98 rattray st, riccarton, christchurch.",-43.537731,172.591563,"[{'place_name': 'riccarton', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"98 rattray st. riccarton, christchurch.",-43.537731,172.591563,"[{'place_name': 'riccarton', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"98 rattray st., riccarton, chch [christchurch]",-43.537731,172.591563,"[{'place_name': 'riccarton', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"98 rattray st., riccarton, christchurch",-43.537731,172.591563,"[{'place_name': 'riccarton', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"98 rattray st., riccarton, christchurch.",-43.537731,172.591563,"[{'place_name': 'riccarton', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"993 main road north, urenui, taranaki",-38.998,174.345,"[{'place_name': 'urenui', 'feature_type': 'Locality'}]",taranaki,Hill,-39.3848064,174.1973505
9km e of tapu,-36.984,175.502,"[{'place_name': 'tapu', 'feature_type': 'Locality'}]",tapu,Locality,-36.9812672,175.53285
"9m [miles] east of lake manapouri, junction of hillside-manapouri road & state highway 94",-45.516445,167.785996,"[{'place_name': 'lake manapouri', 'feature_type': 'Lake'}]",manapouri,Locality,-45.5651472,167.6133964
"9m east of lake manapouri, junction of hillside-manapouri road and state highway 94",-45.519409,167.775634,"[{'place_name': 'lake manapouri', 'feature_type': 'Lake'}]",manapouri,Locality,-45.5651472,167.6133964
"9m north west of masterton, mikimiki strm.  wairarapa district",-40.84293,175.56523,"[{'place_name': 'masterton', 'feature_type': 'Town'}]",mikimiki,Locality,-40.8088901,175.5152637
"9-mile valley, coast north of greymouth",-42.351,171.262,"[{'place_name': 'greymouth', 'feature_type': 'Town'}]",greymouth,Town,-42.4499469,171.2079875
a couple of hundred metres below the lee brook bridge beside the awatere river,-41.959,173.485,"[{'place_name': 'lee brook', 'feature_type': 'Stream'}]",awatere river,Stream,-41.8529115,173.6964424
"a few miles south of luggart, central otago,",-44.715615,169.192083,"[{'place_name': 'central otago', 'feature_type': 'Area'}]",central otago,Area,-45.350509,169.696148
"a lagoon, waikanae estuary",-40.883306,174.993763,"[{'place_name': 'waikanae', 'feature_type': 'Town'}]",waikanae,Town,-40.8758432,175.0643045
"a tributary of the mahurangi river, by hudson road, upstream of warkworth township. site of diesel spill viii 2007",-36.39771,174.648792,"[{'place_name': 'mahurangi river', 'feature_type': 'Stream'}]",warkworth,Town,-36.3984914,174.6642316
"a. batley's farm, moawhango",-39.585729,175.852488,"[{'place_name': 'batley', 'feature_type': 'Locality'}]",moawhango,Locality,-39.609169,175.8876859
"a. batley's farm, moawhango",-39.585439,175.864125,"[{'place_name': 'batley', 'feature_type': 'Locality'}]",moawhango,Locality,-39.609169,175.8876859
"a. batley's property, moawhango",-39.585439,175.864125,"[{'place_name': 'batley', 'feature_type': 'Locality'}]",moawhango,Locality,-39.609169,175.8876859
"a. doak's property, ""riverside"" 7 miles from ashburton",-43.709802,171.585307,"[{'place_name': 'riverside', 'feature_type': 'Suburb'}]",ashburton,Town,-43.9024396,171.7503327
"a.e. field & son's property, in mcshanes road, richmond",-41.33792,173.16632,"[{'place_name': 'field', 'feature_type': 'Hill'}]",richmond,Locality,-41.3380953,173.1872264
a.u. [auckland university],-36.849735,174.770782,"[{'place_name': 'auckland', 'feature_type': 'City'}]",auckland,City,-36.852095,174.7631803
"a.u. [auckland university] campus, near bot. dept. shadehouse at n end of thomas bldg.",-36.849735,174.770782,"[{'place_name': 'auckland', 'feature_type': 'City'}]",end,Trig Station,-39.282606,176.498212
a.u. [auckland university] grounds,-36.85,174.771,"[{'place_name': 'auckland', 'feature_type': 'City'}]",auckland,City,-36.852095,174.7631803
± 1 mile north of paraparumu. wellington province.,-40.916018,175.011729,"[{'place_name': 'wellington', 'feature_type': 'City'}]",wellington,City,-41.2887953,174.7772114
± 1 mile up peria road from victoria valley road turnoff,-35.143,173.426,"[{'place_name': 'peria', 'feature_type': 'Locality'}]",victoria valley,Locality,-35.1468811,173.3979992
± 1.5 miles north of upper hutt,-41.120302,175.090231,"[{'place_name': 'upper hutt', 'feature_type': 'Town'}]",upper hutt,Town,-41.1240674,175.0699589
"± 10 miles e of kumara, west coast",-42.645,171.349,"[{'place_name': 'kumara', 'feature_type': 'Locality'}]",kumara,Locality,-42.6298696,171.1869146
"± 100 metres from junction of frosts road & beach rd (travis wetlands), christchurch",-43.4886,172.697,"[{'place_name': 'christchurch', 'feature_type': 'City'}]",christchurch,City,-43.530955,172.6366455
"± 100 metres from junction of frosts road & beach rd (travis wetlands), christchurch",-43.488552,172.696971,"[{'place_name': 'christchurch', 'feature_type': 'City'}]",christchurch,City,-43.530955,172.6366455
"± 1mile west of rangiora golf course, ashley river.",-43.294794,172.617835,"[{'place_name': 'rangiora', 'feature_type': 'Locality'}]",ashley river,Stream,-43.2769308,172.6555308
"± 2 miles north of patea, taranaki.",-39.738416,174.44659,"[{'place_name': 'taranaki', 'feature_type': 'Hill'}]",taranaki,Hill,-39.3848064,174.1973505
± 2 miles south of oamaru: coast road,-45.140465,170.940908,"[{'place_name': 'oamaru', 'feature_type': 'Town'}]",oamaru,Town,-45.0997681,170.9684232
± 2 miles south of owahanga r. mouth (s. of akitio),-40.708,176.314,"[{'place_name': 'owahanga', 'feature_type': 'Locality'}]",owahanga,Locality,-40.6094869,176.2642582
"± 3 miles north of titoki,  - north of whangarei, nth auckland",-35.719,174.036,"[{'place_name': 'titoki', 'feature_type': 'Locality'}]",auckland,City,-36.852095,174.7631803
± 5 miles east of reefton,-42.120216,171.87149,"[{'place_name': 'reefton', 'feature_type': 'Town'}]",reefton,Town,-42.1159384,171.8634561
"± 5 miles from mapua, nelson district",-41.2517,173.096,"[{'place_name': 'nelson', 'feature_type': 'City'}]",nelson,City,-41.2710849,173.2836756
"± 5 miles from mapua, towards appleby",-41.291,173.09,"[{'place_name': 'appleby', 'feature_type': 'Suburb'}]",appleby,Suburb,-46.42698,168.35243
"± 6 miles north of springs junction, maruia valley",-42.21377,172.227648,"[{'place_name': 'springs junction', 'feature_type': 'Locality'}]",maruia,Locality,-42.3579884,172.3855192
"± lincoln rd., christchurch",-43.555775,172.603818,"[{'place_name': 'lincoln', 'feature_type': 'Town'}]",christchurch,City,-43.530955,172.6366455
¼ ml. up valley west of cobb dam,-41.127,172.603,"[{'place_name': 'cobb dam', 'feature_type': 'Facility'}]",cobb dam,Facility,-41.1035504,172.6878193
½  m. north of lake clearwater,-43.592,171.034,"[{'place_name': 'lake clearwater', 'feature_type': 'Lake'}]",lake clearwater,Lake,-43.610118,171.0475077
"½ kw w of red rocks, wellington south coast - stream mouth at cliff base",-41.358624,174.725373,"[{'place_name': 'red rocks', 'feature_type': 'Rock'}]",wellington,City,-41.2887953,174.7772114
"½ m. east of mt benoit,  1¾ m. eastn.e. of akaroa",-43.799448,172.999847,"[{'place_name': 'benoit', 'feature_type': 'Hill'}]",akaroa,Locality,-43.82493765,173.0209638
"½ mile (on l main road) before whangamomona, inland taranaki",-39.144,174.728,"[{'place_name': 'taranaki', 'feature_type': 'Hill'}]",taranaki,Hill,-39.3848064,174.1973505
"½ mile east of motumaoho, south west of morrinsville",-37.69278,175.469608,"[{'place_name': 'motumaoho', 'feature_type': 'Locality'}]",morrinsville,Town,-37.6578873,175.5304788
"½ mile n [north] of lake lyndon, south island",-43.306304,171.6887,"[{'place_name': 'lake lyndon', 'feature_type': 'Lake'}]",south island,Island,-43.586562,171.2123294
"½ mile north of gordon, thames valley",-37.692601,175.822903,"[{'place_name': 'gordon', 'feature_type': 'Locality'}]",thames,Town,-37.137983,175.5418037
"½ mile ne of kawerua, waipoua state forest",-35.629163,173.449156,"[{'place_name': 'kawerua', 'feature_type': 'Locality'}]",kawerua,Locality,-35.6334068,173.442235
"½ mile north of summit, lookout ra.",-41.531667,172.596111,"[{'place_name': 'summit', 'feature_type': 'Locality'}]",lookout,Hill,-46.099823,170.071117
"½ mile south west of wakanui beach, canterbury",-44.032381,171.848015,"[{'place_name': 'wakanui beach', 'feature_type': 'Beach'}]",wakanui beach,Beach,-44.0136054,171.8605892
"½ mile w of lewis pass near dawson's bridge, inangahua co.,",-42.375,172.382,"[{'place_name': 'lewis pass', 'feature_type': 'Pass'}]",inangahua,Locality,-42.1262681,171.8842481
"½ mile west of lewis pass near dawson's bridge, inangahua co., nelson",-42.375,172.383,"[{'place_name': 'lewis pass', 'feature_type': 'Pass'}, {'place_name': 'inangahua', 'feature_type': 'Locality'}]",nelson,City,-41.2710849,173.2836756
"½ ml east of mt benoit, 1¾ ml. eastn.e. of akaroa, banks peninsula",-43.795,173.007,"[{'place_name': 'benoit', 'feature_type': 'Hill'}, {'place_name': 'akaroa', 'feature_type': 'Locality'}]",banks peninsula,Peninsula,-43.7233892,172.910213
"¾ mile north east of prebbleton, canterbury",-43.573446,172.517046,"[{'place_name': 'prebbleton', 'feature_type': 'Town'}]",prebbleton,Town,-43.5800673,172.5141224
"¾ ml. north of frosty creek, ross-hokitika road",-42.798,170.953,"[{'place_name': 'frosty creek', 'feature_type': 'Stream'}, {'place_name': 'ross', 'feature_type': 'Trig Station'}]",hokitika,Town,-42.7178871,170.9646469
"aaltimarlock trig area, black birch range, marlborough",-41.749417,173.770229,"[{'place_name': 'black birch range', 'feature_type': 'Range'}]",marlborough,Suburb,-41.47447475,173.8330263
"aanatori r., nw nelson",-40.70645,172.37115,"[{'place_name': 'nelson', 'feature_type': 'City'}]",nelson,City,-41.2710849,173.2836756
"abandoned farm near beginning of little wanganui valley road, nelson",-41.276471,173.279045,"[{'place_name': 'little wanganui', 'feature_type': 'Locality'}]",nelson,City,-41.2710849,173.2836756
"abberley park, christchurch",-43.51355,172.6299,"[{'place_name': 'christchurch', 'feature_type': 'City'}]",christchurch,City,-43.530955,172.6366455
abbey caves,-35.708846,174.356202,"[{'place_name': 'abbey caves', 'feature_type': 'Cave'}]",abbey caves,Cave,-35.7109307,174.3595844
abbot,-41.112322,175.274581,"[{'place_name': 'abbot', 'feature_type': 'Hill'}]",abbot,Hill,-43.6658561,170.2928892
"abbot [abbots] creek, rimutaka range.  ",-41.112556,175.262679,"[{'place_name': 'abbot', 'feature_type': 'Hill'}]",rimutaka range,Range,-41.1148181,175.2316687
"abbots creek, bottom of rimutaka hill",-41.105,175.291666,"[{'place_name': 'abbots creek', 'feature_type': 'Stream'}]",rimutaka,Hill,-41.1190965,175.2301747
"abbots creek, west of featherston",-41.112088,175.286483,"[{'place_name': 'abbots creek', 'feature_type': 'Stream'}]",featherston,Town,-41.1168142,175.3227241
"abbots hill, dunedin",-45.866451,170.422557,"[{'place_name': 'dunedin', 'feature_type': 'City'}]",dunedin,City,-45.8740984,170.5035755
"abbotsford, tiniroto",-38.766775,177.562273,"[{'place_name': 'abbotsford', 'feature_type': 'Suburb'}]",tiniroto,Locality,-38.7734746,177.5670433
"abbotts hill, dunedin",-45.866451,170.422557,"[{'place_name': 'abbotts hill', 'feature_type': 'Hill'}]",dunedin,City,-45.8740984,170.5035755
"abbott's hill, dunedin",-45.866451,170.422557,"[{'place_name': 'abbott', 'feature_type': 'Hill'}]",dunedin,City,-45.8740984,170.5035755
"abel head (puponga pt), nw nelson",-40.534381,172.730461,"[{'place_name': 'abel head', 'feature_type': 'Point'}]",nelson,City,-41.2710849,173.2836756
"abel nelson national park, abel nelson coast track, totaranui to anapai bay",-40.811028,173.000111,"[{'place_name': 'nelson', 'feature_type': 'City'}, {'place_name': 'national park', 'feature_type': 'Village'}, {'place_name': 'nelson', 'feature_type': 'City'}, {'place_name': 'totaranui', 'feature_type': 'Bay'}]",anapai bay,Bay,-40.8018262,173.0068076
abel tasman coast track,-40.819583,172.999333,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",tasman,Locality,-41.30222105,172.8945319
"abel tasman coast, tonga island",-40.888846,173.068964,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",tonga island,Island,-40.89049835,173.0663318
"abel tasman coastal track, anapai bay section",-40.810561,173.000506,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",anapai bay,Bay,-40.8018262,173.0068076
abel tasman northp. harwoods hole,-40.9506,172.87,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",harwoods hole,Cave,-40.9505357,172.8692909
abel tasman northp. harwoods hole,-40.948545,172.873136,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",harwoods hole,Cave,-40.9505357,172.8692909
"abel tasman northp., canaan",-40.943117,172.892135,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",tasman,Locality,-41.30222105,172.8945319
"abel tasman northp., canaan",-40.941945,172.89089,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",tasman,Locality,-41.30222105,172.8945319
"abel tasman northp., canaan",-40.942802,172.892848,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",tasman,Locality,-41.30222105,172.8945319
"abel tasman northp., canaan forest",-40.9432,172.892,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",tasman,Locality,-41.30222105,172.8945319
"abel tasman northp., pohara, pigeon saddle, inland track",-40.83551,172.96801,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",pigeon saddle,Pass,-40.8326071,172.9686527
"abel tasman northp., pohara, pigeon saddle, inland track",-40.836005,172.967832,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",pigeon saddle,Pass,-40.8326071,172.9686527
"abel tasman northp., pohara, wainui falls track",-40.846661,172.931956,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",wainui falls,Waterfall,-40.8485375,172.9284058
"abel tasman northp., pohara, wainui falls track",-40.846886,172.931303,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",wainui falls,Waterfall,-40.8485375,172.9284058
"abel tasman northp., pohara, wainui falls track",-40.846751,172.931719,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",wainui falls,Waterfall,-40.8485375,172.9284058
"abel tasman northp., pohara, wainui falls track",-40.846661,172.9316,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",wainui falls,Waterfall,-40.8485375,172.9284058
"abel tasman northp., rameka path",-40.927113,172.872156,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",tasman,Locality,-41.30222105,172.8945319
"abel tasman northp., rameka track",-40.92847,172.877259,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",tasman,Locality,-41.30222105,172.8945319
"abel tasman northp., rameka track",-40.9324,172.87,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",tasman,Locality,-41.30222105,172.8945319
"abel tasman northp., rameka track",-40.9291,172.882,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",tasman,Locality,-41.30222105,172.8945319
"abel tasman northp., rameka track",-40.9329,172.87,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",tasman,Locality,-41.30222105,172.8945319
"abel tasman northp., totaranui",-40.827535,173.004716,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",totaranui,Bay,-41.238056,174.0815
"abel tasman northp., totaranui",-40.8238,173.005,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",totaranui,Bay,-41.238056,174.0815
"abel tasman northp., totaranui",-40.8277,173.001,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",totaranui,Bay,-41.238056,174.0815
"abel tasman northp., west of canaan road carpark",-40.943,172.891,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",tasman,Locality,-41.30222105,172.8945319
"abel tasman nat. park, track to harwoods hole",-40.943429,172.889225,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",harwoods hole,Cave,-40.9505357,172.8692909
"abel tasman nat. park, track to harwoods hole",-40.9434,172.889,"[{'place_name': 'tasman', 'feature_type': 'Locality'}]",harwoods hole,Cave,-40.9505357,172.8692909
abel tasman national park,-40.805297,172.962808,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.803317,172.96435,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.833333,172.966666,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.802956,172.964587,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.804762,173.005234,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.806653,173.004049,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.803045,172.960321,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.803317,172.964587,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.83916,172.988639,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.832,172.968,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.099944,173.00925,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.824,172.9035,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.832583,172.969028,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park,-40.4696,172.956,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
abel tasman national park coastal population,-40.819529,173.011993,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park coastal track, guilbert point to appletree bay",-40.983333,173.033333,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",guilbert point,Point,-40.9896206,173.0352976
"abel tasman national park, (n. of sandy bay)",-40.985,173.02,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",sandy bay,Bay,-38.7989803,177.1153351
"abel tasman national park, anapai",-40.808157,173.003753,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, anapai",-40.802601,173.00393,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, anapai bay",-40.80251,173.007012,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",anapai bay,Bay,-40.8018262,173.0068076
"abel tasman national park, anapai bay track",-40.783333,173,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",anapai bay,Bay,-40.8018262,173.0068076
"abel tasman national park, anapai bay-totaranui track",-40.809354,173.005235,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}, {'place_name': 'anapai bay', 'feature_type': 'Bay'}]",totaranui,Bay,-41.238056,174.0815
"abel tasman national park, between marahau and guilbert point",-40.990527,173.036033,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",guilbert point,Point,-40.9896206,173.0352976
"abel tasman national park, between mutton cove and anapai bay.",-40.790714,172.994214,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}, {'place_name': 'mutton cove', 'feature_type': 'Bay'}]",anapai bay,Bay,-40.8018262,173.0068076
"abel tasman national park, canaan",-40.943207,172.891684,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan downs",-40.943333,172.89,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan downs",-40.951579,172.889568,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan downs",-40.9516,172.89,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan downs rd.",-40.956209,172.882849,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan downs rd.",-40.95621,172.882849,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan downs, track to harwood's hole",-40.945351,172.87509,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",harwood,Locality,-45.8146678,170.6747441
"abel tasman national park, canaan downs, track to harwood's hole",-40.950568,172.869973,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",harwood,Locality,-45.8146678,170.6747441
"abel tasman national park, canaan rd.",-40.943027,172.892254,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan rd.",-40.956029,172.88279,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan rd.",-40.956,172.883,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan rd.",-40.9495,172.888,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan road",-40.951218,172.888262,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan road",-40.944197,172.891124,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan road",-40.941945,172.89089,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan road",-40.943447,172.888548,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan road",-40.943476,172.891387,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan road",-40.9466,172.89,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canaan road, near carpark",-40.943476,172.891387,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, canoe bay, immediately south of awaroa head. north end of bay.",-40.852838,173.046392,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}, {'place_name': 'canoe bay', 'feature_type': 'Bay'}, {'place_name': 'awaroa head', 'feature_type': 'Point'}]",end,Trig Station,-39.282606,176.498212
"abel tasman national park, coast track",-40.87931,173.052581,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, coast track",-40.879309,173.052581,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, coastal walk",-40.908037,173.049044,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, coastal walk",-40.805297,172.962808,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, coastal walk",-40.87931,173.052581,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}]",abel tasman national park,National Park,-40.8898347,172.9338591
"abel tasman national park, cobb reservoir, track from mytton hut to lake peel, at tree line",-41.136857,172.622106,"[{'place_name': 'abel tasman national park', 'feature_type': 'National Park'}, {'place_name': 'cobb reservoir', 'feature_type': 'Lake'}]",lake peel,Lake,-41.1460798,172.6027302
